recipe_title,url,record_health,vote_count,rating,description,cuisine,course,diet,prep_time,cook_time,ingredients,instructions,author,tags,category
Bakery Style Baked Nippattu Recipe,https://www.archanaskitchen.com/bakery-style-baked-nippattu-recipe,good,2020,4.9341584158416," is spicy, crispy and full of flavours. Nippattu are from the the state of Karnataka. It is similar to thattai from Tamilnadu and Chekkalu from Andhra, but a few ingredients are different and hence there is a slight difference in taste and texture of the nippattu. Nippattu are usually made during festivals like diwali and ganesh chaturthi.  These tasty baked snacks can be stored in airtight containers for up to a week. Try this at home and we are sure you will love it. Serve   along with hot    for your tea time break. If you like this recipe, you should also try other Cookie recipes such as  ",Indian,Snack,Vegetarian,30 M,30 M,All Purpose Flour (Maida)|Lukewarm Water|Sunflower Oil|Baking soda|Milk Powder|Sesame seeds (Til seeds)|Onion|Green Chillies|Black pepper powder|Coriander (Dhania) Leaves|Curry leaves|Sugar|Salt,"To begin making the Bakery Style Baked Nippattu recipe, take maida, oil and butter in a |. Mix nicely with the tips of your fingers till the mixture looks like breadcrumbs. Add more oil if required to get the breadcrumb like texture. |To the flour add milk powder, baking soda, salt, sugar, pepper powder, sesame seeds, onion, green chillies, coriander leaves and curry leaves. Mix the ingredients nicely with your hand. Add warm water slowly, little by little and make a tight firm dough.|Knead the dough well, cover and keep aside for 10 to 15 minutes. Meanwhile preheat the |at 180 deg C for 10 minutes.|Once the resting time for dough is over, divide the dough into lemon sized balls. Take 1 ball, place it in between 2 thick greased plastic sheets and roll gently to form a 3 to 4 inch diameter thin disc.|Gently place the nippattu on a greased baking tray. Poke the nippattu with a fork randomly to avoid fluffing up.|Continue with the remaining dough in a similar way. Bake the nippattu for about 15 to 20 minutes at 170 degree Celsius. Midway flip once after 10 minutes.|Once the nippattu have turned golden brown in colour and cooked through remove the Nippattu from the oven and place them on a cooling rack to cool.|Your Bakery Style Baked Nippattu is ready to serve. Store Bakery Style Baked Nippattu in an airtight container.|Serve Bakery Style Baked Nippattu along with hot |  for your tea time break.",Smitha Kalluraya,Diwali Recipes|Festival Recipes|Healthy Kids Snack Recipes|Ganesh Chaturthi Recipes|Picnic Recipe Ideas|After School Snack Recipes|Travel Food Recipes|Oven Baked Recipe,Indian Snack Recipes
Carrot Capsicum Poriyal Recipe,https://www.archanaskitchen.com/carrot-capsicum-poriyal-recipe,good,3087,4.9138321995465," is a tasty simple Poriyal recipe where carrots and capsicum are stir fried with tempering of mustard seeds, cumin seeds, urad dal and curry leaves. Fresh grated coconut is added at the end and lifts this dish up. No onion and no garlic is used in this recipe. This is a recipe which each and every member of your family will enjoy.  is made with the ayurvedic way of cooking where only green chillies and minimal spices are used. Ayurvedic food emphasizes on the use of healthy and fresh ingredients which are easily digested by our body.  Carrots and capsicum are both loaded with nutrients and antioxidants. Both these vegetables have zero cholesterol and are low in calories and a good source of Vitamin C.  Serve  with  ,  and   for a wholesome lunch. If you like this recipe, you can also try our other   that you can serve along with your South Indian Meals:",South Indian Recipes,Side Dish,No Onion No Garlic (Sattvic),10 M,20 M,Carrots (Gajjar)|Green Bell Pepper (Capsicum)|Mustard seeds|Cumin (Jeera) seeds|White Urad Dal (Split)|Curry leaves|Asafoetida (hing)|Green Chillies|Fresh coconut|Salt|Sesame (Gingelly) Oil,"To begin making the Carrot Capsicum Poriyal Recipe, we will first boil the carrots. Firstly, wash and peel the carrots.|Add all the carrots into a pressure cooker with 2 tablespoons of water, salt to taste and pressure cook for 2 whistles. Release the pressure immediately and keep aside.|*Now we will make the Carrot Capsicum Poriyal:|Into a preheated pan, add oil. Once the oil is hot, add the mustard seeds, cumin seeds and urad dal. Allow the seeds to crackle and the dal to turn golden brown in colour.|Once the dal is brown add roughly torn curry leaves, asafoetida, green chillies and saute for a few seconds. |Add the capsicum, salt to taste and stir fry for a few second. Reduce heat to medium and cover and cook until the capsicum is cooked. Stir occasionally to make sure that the capsicum does not burn and brown.|Once the capsicum is cooked, add in the cooked carrot and stir on high heat for about a minute. Add the coconut, mix well to combine and turn off the heat.|Transfer the Carrot Capsicum Poriyal into a serving bowl and serve hot.|Serve Carrot Capsicum Poriyal Recipe with |, |and | for a wholesome lunch.",Archana's Kitchen,Vegetarian Recipes|Side Dish Recipes|Office Lunch Box Recipes|Healthy Recipes|Capsicum Recipes (Bell Pepper)|Carrot Recipes|No Onion No Garlic Recipes|Kids Lunch Box Recipes|Ayurvedic Recipes,Poriyal Recipes (South Indian Sabzi)
One Pot Tomato Rice Recipe Using Preethi Electric Pressure Cooker - Thakkali Sadam,https://www.archanaskitchen.com/one-pot-tomato-rice-recipe-in-electric-pressure-cooker-thakkali-sadam,good,3211,4.9448769853628," popularly called as   in South India is a very quick to make rice dish that is packed with flavours from tomatoes, cardamom, and the Sambar Powder. Most often tomato rice is made from leftover rice, but in this recipe you will notice we have made it super simple using an electric pressure cooker where the rice gets done in just 20 minutes.  Serve   recipe along with   for a weekday lunch or dinner or even pack into your lunchbox for kids or office. If you like this recipe, you can also try other   such as",South Indian Recipes,Lunch,Vegetarian,10 M,30 M,Rice|Pearl onions (Sambar Onions)|Garlic|Tomatoes|Mustard seeds|Curry leaves|Cardamom Powder (Elaichi)|Turmeric powder (Haldi)|Mint Leaves (Pudina)|Sesame (Gingelly) Oil|Salt,"To begin making the Thakkali Sadam Recipe - Spicy Tomato Rice, get all the ingredients ready. |Change the mode of the electric pressure cooker to the saute mode.|Preheat oil in the saute pan of the electric pressure cooker; once heated, add the mustard seeds and allow it to crackle.|Once it crackles, add the onions, garlic and curry leaves. Sauté until the onions are tender and golden.|Once the onions are done, add chopped tomatoes and sauté until the tomatoes are tender and water has evaporated and has formed a semi-thick paste. |Next add in the sambar powder, turmeric powder, cardamom powder, salt and mix everything well.|Add mint leaves and sauté for a few more minutes. Finally, add the washed rice along with 1-1/4 cups of water. |Cancel the saute mode, by going into keep warm. Press menu and set the cooking mode to rice mode. Turn the pressure nozzle to point to the pressure mode and allow the thakkali sadam to get cooked on its own.|The timer in the electric pressure cooker will automatically go off and get into keep warm mode. You can open once the pressure has released completely. |Finally add a tablespoon of ghee or sesame oil and stir it into the thakkali sadam and serve hot.|Serve Thakkali Sadam Recipe along with | for a weekday lunch or dinner or even pack into your lunchbox for kids or office.",Archana Doshi,Tomato Recipes|South Indian Recipes|Office Lunch Box Recipes|Kids Lunch Box Recipes|One Dish Recipes|Indian Dinner Recipes|Electric Pressure Cooker Recipes (Instant Pot),Variety Rice (Mixed Rice/ Flavoured Rice Recipes)
Onion Pakora Roll Recipe,https://www.archanaskitchen.com/tortilla-wraps-with-onion-pakora-and-chutney-recipe,good,2160,4.9212962962963,"The   is a lip smacking frankie/wrap that makes a perfect tea time evening snack for the monsoons. You can either use a tortillas or even a large tawa roti for making the\is wrap. These onions pakoras are pan fried in a Kuzhi Paniyaram Pan making it healthy and delicious along with the green chutney, chaat masala and the Veeba Carrot Cucumber Sandwich Spread. The spread adds delicious freshness to the roll making it creamy and uber delicious that your kids will simply love. These Onion Pakora Roll can also be served for dinner along with a salad of your choice. Serve the   along with a hot cup of   for an evening snack or even make it for a quick weeknight dinner. If you like this recipe, look here for more   that you can try:",Indian,Snack,Vegetarian,10 M,30 M,Tortillas|Veeba Carrot Cucumber Sandwich Spread|Tomato|Cucumber|Onion|Chaat Masala Powder|Gram flour (besan)|Rice flour|Onions|Coriander (Dhania) Leaves|Green Chilli|Ajwain (Carom seeds)|Salt|Enos fruit salt|Red Chilli powder|Turmeric powder (Haldi)|Sunflower Oil|Coriander (Dhania) Leaves|Mint Leaves (Pudina)|Curry leaves|Roasted Peanuts (Moongphali)|Ginger|Green Chillies|Sugar|Lemon juice|Salt,"To begin making the Onion Pakora Roll Recipe, prep all the ingredients and keep it ready.|*First we will make the Green Chutney for filling in the wraps:|Add the coriander leaves, mint leaves, curry leaves, peanuts, ginger, green chillies, sugar, lemon juice and salt, into a mixer grinder and grind to a smooth paste in a blender, adding very little water. Once ready, keep it aside.|*To make the Onion Pakora:|In a large mixing bowl, add all the ingredients to make a onion pakora batter - rice flour, besan, onion, ajwain, green chillies, coriander leaves, turmeric powder, red chilli powder, enos fruit salt and regular salt to taste. Mix well to combine.|Add little water at a time to make a smooth thick onion pakora batter. Check the salt and spice and adjust to suit your taste.|We will be using a Kuzhi Paniyaram Pan to make the pan fried onion pakoras.|Preheat the Kuzhi Paniyaram Pan on medium heat. Add a few drops of oil into each of the cavities.|Spoon a portion of the onion pakora mixture into the cavities and allow the pakoras to cook on medium heat until browned and crisp on both sides. Flip the pakoras around as you are cooking so it cooks evenly on all sides.|Once done, place the Pan Fried Onion Pakoras on a platter.|To assemble the Onion Pakora Roll, place the tortilla on a preheated pan with a little oil to warm them a little.  Transfer the tortilla onto a flat surface.|Spread the Carrot Cucumber Sandwich Spread over the tortilla, place the onions, tomatoes, cucumber and onion pakora in the center of the tortilla. Sprinkle some chaat masala over the pakoras and drizzle green chutney and roll into a wrap.|Serve the Onion Pakora Roll Recipe along with a hot cup of | for an evening snack or even make it for a quick weeknight dinner.",Archana Doshi,Tea Party Recipes|Party Starter & Appetizer Recipes|Weekend Dinner Ideas|Onion Recipes|Pakora Recipes|Monsoon Recipes|After School Snack Recipes|Fusion Recipes|Recipes for Kids|Monsoon & Rainy Day Recipes,Frankie Roll Recipes (Wrap Recipes)
Bihari Kale Chane Ki Ghugni Recipe,https://www.archanaskitchen.com/bihari-kale-channe-ki-ghugni-recipe,good,3574,4.8925573587017,"In Bihar, it’s called ghughri. Traditional ghugni is made with dried white peas. Some use minced lamb in it, some don’t. Ghugni can also be made with black chickpeas, dried green peas or even black eyed beans. It’s the most popular evening snack in the eastern part of India. Assam, Bengal, Odisha and Bihar have their own variation of ghugni. Ghugni has a medley of spices with great flavors put together. It’s considered as one of the most cheapest and filling food from the varieties of street food we get in Eastern parts. It can be served with almost everything, puri, parathas, rotis, or just as it is plain ghugni. Most important part of ghugni is the garnish after cooking it. Traditionally there are always some fine chopped onions, finely chopped green chilies, lime juice and some even add grated coconut, raw or roasted ones. Serve Bihari Kale Chane Ki Ghugni with   or  . You can try other Bihari recipes such as  ",Bihari,Dinner,Vegetarian,520 M,60 M,Kala Chana (Brown Chickpeas)|Onions|Green Chillies|Cumin seeds (Jeera)|Bay leaf (tej patta)|Turmeric powder (Haldi)|Red Chilli powder|Coriander Powder (Dhania)|Black pepper powder|Cumin powder (Jeera)|Mustard oil|Onions|Green Chillies|Fresh coconut|Cumin seeds (Jeera),"To begin making the Bihari Kale Chane Ki Ghugni Recipe, soak dried black chickpeas for about 8 hours. Cook the soaked chickpeas with a pinch of turmeric powder until just cooked, do not overcook it.|Chop onions into thin slices. Grind 1/4 portions of the sliced onions along with 2 tablespoon of cooked chickpeas, keep aside.|Heat oil in a |. Add bay leaves, cumin seeds, sliced onion, green chilies, and cook till onions turn translucent.|Once done add ginger and garlic paste and cook until raw smell of the paste goes off.|After the ginger garlic is cooked add red chili powder, coriander powder, turmeric powder, pepper powder, roasted cumin powder and the ground onion-chickpea paste, mix well. Cook for about 3 minutes.|Next add the cooked chickpeas and mix well. Add salt to taste and water,about 1/4 cup, mix well. Simmer and let it cook for about 20 to 30 minutes, add water if the ghugni dries up.|Once you get the required consistency, turn off the heat. In the end add some roasted cumin seeds, finely chopped onions and green chilies and serve.|Serve Bihari Kale Chane Ki Ghugni with | or |.",Jyothi Rajesh,High Protein Vegetarian Diet Recipes|Indian Lunch Recipes|High Protein Diet|Bihari Recipes|Kala Chana Recipes (Black Chickpeas),Sabzi Recipes
Egg Roast Masala Dosa Recipe - With Moong Dal Dosa Batter,https://www.archanaskitchen.com/moong-dal-dosa-recipe-with-egg-roast-masala,good,1647,4.94656952034,Moong Dal Dosa With Egg Roast Stuffing Recipe is a lip smacking dish where the dosa batter is made from fermented moong dal and rice batter. This moong dal dosa batter is high in protein and makes delicious soft idli and crispy dosas as well. Egg roast masala is made with aromatic spices added to onions and tomatoes. Eggs are hard boiled and cut into discs and then filled inside the dosa along with the masala.  Serve   with   and   for a nice weekend brunch. If you like this recipe here are a few more Stuffed Dosa Recipes you must try : ,South Indian Recipes,South Indian Breakfast,Eggetarian,15 M,15 M,Yellow Moong Dal (Split)|Methi Seeds (Fenugreek Seeds)|Salt|Boiled egg|Coconut Oil|Methi Seeds (Fenugreek Seeds)|Mustard seeds|Onions|Garlic|Ginger|Green Chillies|Curry leaves|Tomatoes|Red Chilli powder|Coriander Powder (Dhania)|Turmeric powder (Haldi)|Salt,"To begin making Egg Roast Masala Dosa - With Moong Dal Dosa Batter is first make the Moong Dal dosa batter. For this soak the dal and methi seeds together  in water along and the rice in another bowl for at least three hours.|Once soaked grind to a smooth thick batter. Add salt to it and let it ferment for 8 hours. |The day you are ready to make the dosa, we will make the egg roast masala for the stuffing.|For the egg roast masala, first boil eggs in sufficient water. Follow |. Once boiled, slice the eggs, sprinkle some red chilli powder and salt over the eggs and keep aside.|Next make the Egg Roast Masala|Heat oil in a pan over medium heat.  Once the oil is hot add mustard seeds, methi seeds, curry leaves and allow it to crackle.|Once they crackle, add the chillies, ginger, garlic and onions and saute until onions soften and turn golden brown.|Once the onions are soft add the tomatoes, garam masala, chilli powder, turmeric powder and coriander powder. Saute well and cook on medium flame till you get a nice mushy masala. Check the salt and spices and adjust according to taste.|Once done, turn the heat off and keep the masala aside. |To make Egg Roast Masala Dosa - With Moong Dal Dosa Batter|Spread Moong Dal Dosa batter on a preheated dosa pan. Drizzle ghee and cook dosa for a minute until golden brown and crisp.|Flip on the other side for a few seconds and flip back again. |Once the dosa turns a golden brown spread egg roast masala and place sliced eggs on one half of the dosa. Fold the other half of the dosa over.|Serve Egg Roast Masala Dosa - With Moong Dal Dosa Batter with | and | for a delicious weekend breakfast.",Archana Doshi,Healthy Recipes|South Indian Breakfast Recipes|High Protein Breakfast|Brunch Recipes,Dosa Recipes
Salted Caramel Sauce Recipe,https://www.archanaskitchen.com/caramel-sauce-recipe,good,2706,4.9209164818921," is easy to prepare, it takes practically no time at all and it tastes better than the store bought one. Made with just five ingredients, this sauce can be made in just 15 minutes and by following our steps given in the recipe anyone can get it right. If you do not like the salty caramel flavor you can skip adding the sea salt and make just the caramel sauce and enjoy with any dessert of your choice. This sauce is perfect to serve along with your tea cakes, pancakes and waffles. Make this sauce at home, store and enjoy it for days. The consistency of the caramel sauce thicken once it cools down. If you are using caramel sauce stored in the fridge then remove from fridge and bring the caramel sauce to room temperature for a runny consistency. Serve this delicious   on   and serve along with your   during your tea time break or simply serve it over a scoop of  . If you like this recipe, you can also try other  such as",Continental,Dessert,Vegetarian,10 M,25 M,Sugar|Heavy whipping cream|Vanilla Extract|Sea salt,"To begin making the Salted Caramel Sauce Recipe, heat a heavy bottomed pan.|Add the butter and sugar to it and keep on medium heat and stir. Melt the sugar and butter together and allow the sugar to get a dark golden color. This will take about 5 minutes. Be careful not to burn the sugar. |Turn off the heat as soon as the sugar turns golden brown in color and starts to smoke and bubble.|Immediately stir in the heavy cream slowly stirring continuously at the same time.|Keep stirring until you get a smooth caramel.|Be careful when you add cream into the caramel as when you add cream the mixture will rapidly bubble and splutter as well. Since the mixture bubbles up, use a little bigger pan to make the caramel sauce in.|Once done add in the vanilla extract, sea salt and stir well to combine.|Let the Salted Caramel Sauce cool and then transfer it to a jar and keep it in fridge in airtight jar. |Serve this delicious Salted Caramel Sauce Recipe on | and serve along with your | during your tea time break or simply serve it over a scoop of |.",Archana's Kitchen,Sauce Recipes|Recipes for Kids|Birthday Party Recipes,Basic & Advanced Cooking Techniques
Masala Wali Turai Ki Sabzi Recipe - Ridge Gourd Masala Curry,https://www.archanaskitchen.com/turai-ki-sabzi-ridge-gourd-in-tomato-curry,good,3985,4.8915934755332," is a simple quick to make nutritious recipe. Turai is bland in flavour and because of the soft texture of the turai not many people prefer to make it at home. But this recipe of Masala Wali Turai Ki Sabzi will change your thoughts forever about the humble yet super nutritious turai. In this recipe turai is cooked in a tomato gravy with cumin seeds, ginger, coriander powder and red chilli powder and jaggery resulting in a flavour packed curry.  It is a perfect dish to make for those busy weeknight dinners and it can also be made quickly in the mornings to be packed into your office lunch boxes or kids lunch boxes.  Serve the   along with   and   to make a complete meal. Here are few more Sabzi recipes to try during weekdays",North Indian Recipes,Lunch,Vegetarian,20 M,20 M,Ridge Gourd (Turai/ Peerkangai)|Mustard seeds|Cumin seeds (Jeera)|Ginger|Tomato|Turmeric powder (Haldi)|Red Chilli powder|Coriander Powder (Dhania)|Jaggery|Salt|Sunflower Oil|Water|Coriander (Dhania) Leaves,"To begin making the Masala Wali Turai Ki Sabzi Recipe - Ridge Gourd Masala Curry heat  oil in the pressure cooker; add the mustard seeds and cumin seeds and allow the seeds to crackle.|Once the seeds crackle, add in the ginger, tomatoes, turmeric powder, chilli powder, coriander powder and salt to taste. Mix well to combine and saute for a minute till the tomatoes turn soft. Once done add the jaggery and stir well to combine.|Saute the tomatoes well for a couple of minutes until it starts to bubble.  Add this stage add the turia or ridge gourd, and stir well to combine with the remaining ingredients. Once done add water and cover the pressure cooker, place the weight on and cook for 2 whistles.|After 2 whistles, turn off the heat and allow the pressure to release completely on its own.|Once the pressure is released; open the cooker, adjust the spice and salt levels to suit your taste and stir in the coriander leaves. Transfer the Masalewali Turai Sabzi into a serving dish.|Serve the Masala Wali Turai Ki Sabzi Recipe along with | and | to make a complete meal.",Archana Doshi,Indian Lunch Recipes|Office Lunch Box Recipes|Indian Vegetarian Recipes|No Onion No Garlic Recipes|Kids Lunch Box Recipes|Indian Dinner Recipes|Weekly Meal Plan Recipes and Ideas|Ridge Gourd Recipes (Turai/ Peerkangai)|North Indian Lunch Recipes|North Indian Dinner Recipes,Sabzi Recipes
Konkani Style Cabbage Sanna Polo Recipe - Savory Cabbage Dosa,https://www.archanaskitchen.com/cabbage-sanna-polo-recipe-konkani-style-savory-cabbage-dosa,good,3354,4.9042933810376,"Konkani cuisine has amazing recipes of various types of dosa, which are delicious and at the same time very easy to make.   is one such dosa dish that uses very few ingredients and can be made in a jiffy when you have less time to prepare. These spicy, soft dosas taste great with cabbage, onions in them, as they add a nice crunch to these dosas. Serve   for breakfast along with  or  and   for breakfast. If you like this recipe, then you can also try other  such as:",Konkan,South Indian Breakfast,Vegetarian,10 M,15 M,Dosa rice|Red cabbage|Onion|Fresh coconut|Dry Red Chilli|Tamarind|Salt|Sunflower Oil,"To begin making the Konkani Style Cabbage Sanna Polo Recipe, soak the raw rice for an hour. Then grind it along with grated coconut, red chillies and tamarind to a smooth paste adding very little water. The consistency of the batter should be a little thicker than the normal dosa batter.|Add the finely chopped cabbage, onions to the batter and season with salt.|Heat the | on a medium flame and grease it with a little oil.|Pour a ladle full of batter and spread it in swift circular motions to make thin dosa of about 4-6 inch diameter. Pour a little oil from the sides and let it cook for about three minutes on low flame.|Once it is cooked on one side, flip it and cook on the other side for three more minutes. Similarly, make more dosas with the remaining batter.|Serve Konkani Style Cabbage Sanna Polo Recipe for breakfast along with |or |and | for breakfast.",Nithya Anantham,South Indian Recipes|Breakfast Recipe Ideas|Indian Vegetarian Recipes|South Indian Breakfast Recipes|Cabbage Recipes (Patta Gobi)|Konkani Recipes,Dosa Recipes
Adai Recipe - High Protein Lentil Crepes,https://www.archanaskitchen.com/adai-high-protein-lentil-crepes,good,7466,4.9626305920171,"Adai is a traditional South Indian breakfast pancake recipe made with the combination of different lentils and rice. Adai is most often served as a tiffin dish for breakfast or dinner. With a little bit of planning, you can make your breakfast wholesome with these delicious high protein crepes. Dals like toor dal, chana dal and rice are soaked together and then ground with ginger, red chilli and salt. Later onions and hing is added to the batter and then it is cooked like a dosa. You can avoid the onions if you like and make plain dosa. You can even add various grated veggies or green leafy vegetables to the batter and make the traditional adai more nutritious  Serve the Adai hot along with butter and jaggery and a  . If you liked this recipe, try more of our similar recipes like",Tamil Nadu,South Indian Breakfast,High Protein Vegetarian,20 M,30 M,Rice|Arhar dal (Split Toor Dal)|Chana dal (Bengal Gram Dal)|Green Chillies|Ginger|Dry Red Chilli|Salt|Asafoetida (hing)|Onion|Sunflower Oil,"To begin making the Adai Recipe - High Protein Lentil Crepes, soak rice and lentils together for about 5 hours.|After 5 hours add the rice and lentils along with green chillies, red chillies, ginger, salt into the tall jar of the Zodiac Mixer Grinder. Select the bater options and blend to make a smooth batter.|Add a little water at a time to grind into a batter. It should be thick and will fall in dollops.|Once ground, transfer the batter into a bowl and stir in the onions, asafoetida. Mix well to combine.|To make the Adai heat an iron skillet on medium heat; once the skillet is heated, spread the batter into a crepe in circular motion. Drizzle a teaspoon of oil in and around it.|Allow the adai to get cooked for about a minute and flip over. Cook until both sides are lightly browned.|Serve the Adai hot along with butter and jaggery and a |.",Archana Doshi,High Protein Vegetarian Diet Recipes|South Indian Recipes|Healthy Recipes|Breakfast Recipe Ideas|Gluten Free Recipes|Indian Diabetic Recipes|South Indian Breakfast Recipes|High Protein Diet|One Dish Recipes|Chana Dal Recipes (Bengal Gram Dal),Adai Recipes
Moong Dal Dosa Recipe,https://www.archanaskitchen.com/moong-dal-dosa-recipe,good,6066,4.9106495219255,"Moong Dal Dosa is a rich and healthy recipe which is a great combination of yellow split moong dal and rice. This recipe serves all the important things which a breakfast requires, healthy, tasty and quick meal that you can put together if you have the batter handy in the refrigerator.  Moong Dal is rich in protein, helps lower cholesterol, contains loads of vitamins and minerals and also helps in weight loss. Moong dal is easily digestible and hence anyone can eat it including small kids. Serve the   with  ,   &   for a wholesome and delicious breakfast or even a quick weeknight dinner. If you like this, you can also try",South Indian Recipes,South Indian Breakfast,Diabetic Friendly,360 M,40 M,Green Moong Dal (Split)|Rice|Salt|Water|Ginger|Sunflower Oil|Salt,"To begin making Moong dal Dosa, first we will make the moong dal dosa batter. This batter can be used for making idli as well.|To begin making the Moong Dal Idli and Dosa Recipe, first we will soak the dal and rice.|In a bowl soak the moong dal and the methi seeds together. In another bowl, soak the rice. Soak them for at least 6 hours or overnight.|Once soaked, you can grind them. Into a mixer grinder, add the soaked moong dal and methi seeds. Add little water at a time and grind to make a thick flowing batter.|Transfer the ground moong dal into a large bowl. In the same mixer grinder, add the rice and add just little water at a time and make thick batter. Transfer the rice into the same bowl as the moong dal.|Add the salt and stir well to combine. Cover the bowl and ferment for 8 hours/ overnight. |Once fermented, give it a stir gently. You can make idli the first day when batter is fresh with air pockets. |Refrigerate the Moong dal Idli and Dosa batter in an airtight container for 4 to 5 days and use it as required.|The next step is to make the Moong Dal Dosa.|Preheat a tawa over medium heat and pour a ladleful of the moong dal batter on the tava. Spread the batter on the tava in a circular way.|Drizzle ghee around the inside and the outer edges of dosa.|After a few minutes when the top of the dosa starts turning golden brown, flip and cook on the other side for a few seconds. Flip over again and fold the dosa and serve hot.|Serve the Moong Dal Dosa with |, | & | for a wholesome and delicious breakfast or even a quick weeknight dinner. ",Archana's Kitchen,High Protein Vegetarian Diet Recipes|South Indian Recipes|Office Lunch Box Recipes|Breakfast Recipe Ideas|South Indian Breakfast Recipes|Moong Dal Recipes,Dosa Recipes
Homemade Idli Dosa Batter Recipe,https://www.archanaskitchen.com/video-recipe-how-to-make-homemade-idli-dosa-batter,good,12689,4.8669713925447,"Making Homemade Idli Dosa Batter is a simple three-stage process, soaking, grinding and fermenting. The dosa batter is made by soaking the rice and lentils and then grinding it into a smooth batter. This batter once fermented is used in making Idlis, Dosas and Uttapams. This Dosa Batter for making dosas is a hand me down recipe from my mother and her mothers. The same batter can be used for making super soft idlis and crispy dosas. Idlis are rice and lentil steamed cakes and Dosa's thin lentil and rice crepe called dosa is an all time favorite south Indian snack savored all over the world. Children love this lentil crepe and make a very filling and healthy meal. Can be served to children over the age of 12 months and have learned the art of chewing. You can make it like a pancake, by adding your desired vegetable toppings to make it an Uttapam. Idli or Dosas can be served along with Chutneys, Thokkus and Sambars.  If you like this recipe of Homemade Idli Dosa Batter, here are a few Recipes you cam make with Idli Dosa Batter",Indian,Indian Breakfast,Vegetarian,360 M,90 M,White Urad Dal (Whole)|Methi Seeds (Fenugreek Seeds)|Water,"To begin making the Homemade Idli Dosa Batter, soak the rice in water, such that the all the rice is completely immersed in water. Let it soak for about 6 hours.|Soak the urad dal and fenugreek in water such that all of the dal is completely immersed in water. Let it soak for about 6 hours.|First grind the urad dal into a fine smooth batter. While grinding add just enough water to make it into a very very smooth batter. The batter will look fluffy. Pour this batter into a large container.|Grind the rice into a smooth paste, adding just the required amount of water to grind into a almost smooth batter. Adding too much water will make the dosa batter too watery. If required grind a little at a time to get a almost smooth batter .|The rice batter is a little coarser, but the urad dal batter is super smooth.|Combine the urad and rice batter, add salt to taste and set aside for at least 12 hours or overnight until the batter ferments. You will notice the batter would have risen in volume.|Hence you should place the batter in a large container so it has enough room to increase in its volume.|Fermenting has to take place where the weather is warm. So ideally summer’s the batter ferments very well and doubles or triples its quantity.|But in cold places, the batter has to be kept in an oven. If your oven has light, then turn on the light for a few hours with the batter in the oven.|Once the oven is warm, turn off the light and let the batter ferment.|If your oven does not have a light, then preheat the oven to warm, turn off oven then keep the batter in the oven to ferment.This process can be mastered with experience.|The freshly fermented batter is great for making idli's. So typically and traditionally, the first day after the rise, we made idli's at home and there after it is great for making dosa's as well.|For making idlis do not dilute the batter with water.|When making dosa's you can optionally dilute the batter with a little water to help in easy spreading.",Archana Doshi,South Indian Recipes|Indian Diabetic Recipes|South Indian Breakfast Recipes|Tamil Nadu recipes,Basic & Advanced Cooking Techniques
High Protein Soya Dosa Recipe,https://www.archanaskitchen.com/high-protein-soya-dosa-recipe,good,4499,4.9108690820182,"The High Protein Soya Dosa Recipe is a perfect high protein dish for a vegetarian diet. Packed with proteins from soya beans and urad dal and fermented to make a soft and fluffy batter. This batter is super versatile, that you can make idlis, dosas and uttapams as well. Serve this High Protein Soya Dosa Recipe for breakfast along with  ,  and filter coffee. If you like this recipe, take a look at more dosa varieties that you could also try for breakfast",South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,360 M,45 M,Soybeans (Whole Soya dal)|White Urad Dal (Whole)|Methi Seeds (Fenugreek Seeds)|Chana dal (Bengal Gram Dal)|Salt|Water,"To begin making High Protein Soya Dosa Recipe, we will first make the soya dosa batter. |First we will soak all the ingredients. Soak the soy bean separately in a bowl. |In a bowl soak the urad dal, methi seeds and chana dal together. In another bowl, soak the rice. Soak them for at least 6 hours or overnight.|Once soaked, you can grind them. Into a mixer grinder, add the soaked urad dal and methi seeds. Add little water at a time and grind to make a thick flowing batter.|Transfer the ground urad dal into a large bowl. In the same mixer grinder, add the rice and add just little water at a time and make thick batter. Transfer the rice into the same bowl as the urad dal. |Similarly, grind the soaked soya bean adding little water at a time to make a thick batter and add it to the same bowl as the rice and dal.|Add the salt and stir well to combine. Cover the bowl and ferment the High Protein Soya Idli & Dosa Batter for 8 hours/ overnight. |Once fermented, give it a stir gently. You can make idli the first day when batter is fresh with air pockets. |Refrigerate the High Protein Soya Idli & Dosa Batter in an airtight container for 4 to 5 days and use it as required.|The next step is the make the dosa, stir the fermented batter, and add just a little water to adjust the consistency for making dosa. It should be a smooth flowing batter and not thick. |Preheat a dosa tawa over medium heat. Pour a ladleful of the soya dosa batter and spread it in concentric circles until you get a thin 6 to 8 inch dosa. Drizzle ghee around the inside and outside edges.|Cook on medium heat and once you notice the soya dosa turn golden brown, flip and cook on the other side for a few seconds. Flip back again, fold the soya dosa and serve hot. |Serve this High Protein Soya Dosa Recipe for breakfast along with |,| and filter coffee.",Archana's Kitchen,South Indian Recipes|Breakfast Recipe Ideas|South Indian Breakfast Recipes|High Protein Breakfast|Mango Recipes|Mangalorean Recipes|Chana Dal Recipes (Bengal Gram Dal),Dosa Recipes
